YR--MODAHRMN,SPD,TEMP,DEWP,PCP01,SD,IDX
201405151051,0,62,59,0,0,2014051510
201405151101,3,62,60,0.01,0,2014051511
201405151116,0,62,60,0.04,0,2014051511
201405151151,3,63,61,0.04,0,2014051511
201405151251,NA,64,62,0,0,2014051512
201405151334,5,64,61,NA,0,2014051513
201405151351,NA,64,62,0,0,2014051513
201405151442,9,65,62,NA,0,2014051514
201405151451,NA,65,62,0,0,2014051514
201405151539,NA,65,62,NA,0,2014051515
201405151549,7,64,63,NA,0,2014051515
201405151551,6,64,62,0.02,0,2014051515
201405151559,6,65,62,0.02,0,2014051515
201405151616,3,64,62,0.04,0,2014051516
201405151647,0,64,63,0.04,0,2014051516
201405151651,3,65,63,0.02,0,2014051516
201405151751,9,65,62,0,0,2014051517
201405151804,7,65,62,NA,0,2014051518
201405151851,9,67,62,0,0,2014051518
201405151904,7,67,62,NA,0,2014051519
201405151949,5,70,63,NA,0,2014051519
201405151951,5,69,63,0,0,2014051519
201405152019,8,69,63,NA,0,2014051520
201405152051,6,71,64,0,0,2014051520
201405152149,0,68,63,NA,0,2014051521
201405152151,0,68,63,0,0,2014051521
201405152251,6,66,62,0,0,2014051522
201405152351,10,65,62,0,0,2014051523
201405160051,5,65,62,0,0,2014051600
201405160151,5,66,62,0,0,2014051601
201405160251,9,66,62,0,0,2014051602
201405160351,9,66,62,0,0,2014051603
201405160451,6,66,62,0,0,2014051604
201405160459,NA,NA,NA,NA,0,2014051604
201405160551,3,65,62,0.01,0,2014051605
201405160651,7,65,62,0.01,0,2014051606
201405160751,8,65,62,0.01,0,2014051607
201405160851,6,64,62,0,0,2014051608
201405160951,9,65,62,0,0,2014051609
201405161051,6,65,62,0,0,2014051610
201405161151,NA,66,63,0,0,2014051611
201405161251,7,66,63,0,0,2014051612
201405161351,7,67,63,0,0,2014051613
201405161451,7,67,63,0,0,2014051614
201405161551,3,66,62,0,0,2014051615
201405161651,NA,68,64,0,0,2014051616
201405161751,NA,67,64,0.01,0,2014051617
201405161851,NA,67,64,0.03,0,2014051618
201405161920,10,66,64,0.01,0,2014051619
201405161927,NA,66,64,NA,0,2014051619
201405161951,NA,67,64,0.01,0,2014051619
201405162051,3,67,64,0.01,0,2014051620
201405162117,8,67,65,0.01,0,2014051621
201405162140,9,67,65,0.04,0,2014051621
201405162149,10,66,64,NA,0,2014051621
201405162151,8,67,64,0.04,0,2014051621
201405162227,5,67,64,0.01,0,2014051622
201405162235,9,66,64,0.01,0,2014051622
201405162251,7,66,63,0.01,0,2014051622
201405162351,3,63,61,0.01,0,2014051623
201405170010,7,63,61,0.04,0,2014051700
201405170051,8,64,62,0.15,0,2014051700
201405170103,7,64,62,0.06,0,2014051701
201405170115,8,65,63,0.21,0,2014051701
201405170124,5,65,63,0.22,0,2014051701
201405170151,8,64,62,0.21,0,2014051701
201405170201,NA,64,61,NA,0,2014051702
201405170215,3,63,61,0.17,0,2014051702
201405170251,7,64,62,1,0,2014051702
201405170257,9,63,62,0.01,0,2014051702
201405170349,9,59,57,NA,0,2014051703
201405170351,8,59,57,0.03,0,2014051703
201405170431,5,59,56,NA,0,2014051704
201405170451,6,59,55,0,0,2014051704
201405170459,NA,NA,NA,NA,0,2014051704
201405170551,6,58,53,0,0,2014051705
201405170651,7,57,51,0,0,2014051706
201405170751,5,56,50,0,0,2014051707
201405170851,3,55,48,0,0,2014051708
201405170951,6,54,47,0,0,2014051709
201405171051,7,53,46,0,0,2014051710
201405171151,7,55,46,0,0,2014051711
201405171251,6,57,46,0,0,2014051712
201405171351,7,59,46,0,0,2014051713
201405171451,3,62,43,0,0,2014051714
201405171551,5,66,43,0,0,2014051715
201405171651,NA,67,41,0,0,2014051716
201405171751,7,68,41,0,0,2014051717
201405171851,3,68,41,0,0,2014051718
201405171951,9,66,40,0,0,2014051719
201405172051,5,69,39,0,0,2014051720
201405172151,NA,68,38,0,0,2014051721
201405172251,6,66,37,0,0,2014051722
201405172351,NA,64,39,0,0,2014051723
201405180051,0,63,38,0,0,2014051800
201405180151,3,63,37,0,0,2014051801
201405180251,6,62,37,0,0,2014051802
201405180351,5,61,37,0,0,2014051803
201405180451,0,59,39,0,0,2014051804
201405180459,NA,NA,NA,NA,0,2014051804
201405180551,5,57,40,0,0,2014051805
201405180651,7,56,41,0,0,2014051806
201405180751,0,54,40,0,0,2014051807
201405180851,0,52,39,0,0,2014051808
201405180951,3,53,40,0,0,2014051809
201405181051,8,54,36,0,0,2014051810
201405181151,5,55,37,0,0,2014051811
201405181251,7,56,36,0,0,2014051812
201405181351,6,59,36,0,0,2014051813
201405181451,10,61,35,0,0,2014051814
201405181551,3,64,37,0,0,2014051815
201405181651,NA,64,34,0,0,2014051816
201405181751,9,65,34,0,0,2014051817
201405181851,7,65,35,0,0,2014051818
201405181951,10,63,34,0,0,2014051819
201405182051,7,64,35,0,0,2014051820
201405182151,NA,64,33,0,0,2014051821
201405182251,7,63,31,0,0,2014051822
201405182351,0,62,33,0,0,2014051823
201405190051,6,61,31,0,0,2014051900
201405190151,9,59,31,0,0,2014051901
201405190251,7,58,31,0,0,2014051902
201405190351,5,57,32,0,0,2014051903
201405190451,5,55,30,0,0,2014051904
201405190459,NA,NA,NA,NA,0,2014051904
201405190551,3,54,30,0,0,2014051905
201405190651,0,53,29,0,0,2014051906
201405190751,0,50,30,0,0,2014051907
201405190851,0,51,29,0,0,2014051908
201405190951,3,50,30,0,0,2014051909
201405191051,0,51,34,0,0,2014051910
201405191151,5,53,34,0,0,2014051911
201405191251,NA,57,34,0,0,2014051912
201405191351,NA,60,34,0,0,2014051913
201405191451,5,63,35,0,0,2014051914
201405191551,0,66,35,0,0,2014051915
201405191651,6,68,34,0,0,2014051916
201405191751,NA,70,32,0,0,2014051917
201405191851,7,70,31,0,0,2014051918
201405191951,9,70,33,0,0,2014051919
201405192051,5,69,34,0,0,2014051920
201405192151,13,70,32,0,0,2014051921
201405192251,10,67,36,0,0,2014051922
201405192351,7,66,36,0,0,2014051923
201405200051,6,65,37,0,0,2014052000
201405200151,3,63,38,0,0,2014052001
201405200251,5,61,38,0,0,2014052002
201405200351,3,59,38,0,0,2014052003
201405200451,7,59,39,0,0,2014052004
201405200459,NA,NA,NA,NA,0,2014052004
201405200551,3,57,40,0,0,2014052005
201405200651,0,57,41,0,0,2014052006
201405200751,5,57,40,0,0,2014052007
201405200851,6,56,41,0,0,2014052008
201405200951,0,55,40,0,0,2014052009
201405201051,0,55,40,0,0,2014052010
201405201151,0,59,41,0,0,2014052011
201405201251,5,63,42,0,0,2014052012
201405201351,0,67,39,0,0,2014052013
201405201451,NA,71,35,0,0,2014052014
201405201551,7,74,31,0,0,2014052015
201405201651,0,76,33,0,0,2014052016
201405201751,3,76,33,0,0,2014052017
201405201851,8,77,33,0,0,2014052018
201405201951,NA,78,34,0,0,2014052019
201405202051,NA,78,34,0,0,2014052020
201405202151,5,77,31,0,0,2014052021
201405202251,0,75,33,0,0,2014052022
201405202351,5,75,34,0,0,2014052023
201405210051,5,73,35,0,0,2014052100
201405210151,0,72,36,0,0,2014052101
201405210251,3,71,37,0,0,2014052102
201405210351,6,70,38,0,0,2014052103
201405210451,6,68,42,0,0,2014052104
201405210459,NA,NA,NA,NA,0,2014052104
201405210551,7,68,43,0,0,2014052105
201405210651,7,67,45,0,0,2014052106
201405210751,5,67,45,0,0,2014052107
201405210851,3,65,46,0,0,2014052108
201405210951,3,64,47,0,0,2014052109
201405211051,0,64,48,0,0,2014052110
201405211151,0,66,46,0,0,2014052111
201405211251,0,68,45,0,0,2014052112
201405211351,0,70,44,0,0,2014052113
201405211451,0,71,46,0,0,2014052114
201405211551,5,71,49,0,0,2014052115
201405211651,0,71,49,0,0,2014052116
201405211751,3,72,49,0,0,2014052117
201405211851,NA,73,49,0,0,2014052118
201405211951,8,73,49,0,0,2014052119
201405212051,0,73,49,0,0,2014052120
201405212151,5,71,51,0,0,2014052121
201405212251,0,71,52,0,0,2014052122
201405212351,5,69,47,0,0,2014052123
201405220051,0,68,46,0,0,2014052200
201405220151,3,66,50,0,0,2014052201
201405220251,0,65,52,0,0,2014052202
201405220351,NA,66,53,0,0,2014052203
201405220451,0,66,55,0,0,2014052204
201405220459,NA,NA,NA,NA,0,2014052204
201405220551,3,66,56,0,0,2014052205
201405220651,5,66,56,0,0,2014052206
201405220732,6,63,58,0.02,0,2014052207
201405220743,6,62,58,0.07,0,2014052207
201405220749,0,63,59,NA,0,2014052207
201405220751,3,62,59,0.11,0,2014052207
201405220851,0,62,60,0.07,0,2014052208
201405220951,0,62,60,0,0,2014052209
201405221007,5,62,60,NA,0,2014052210
201405221015,6,62,61,0,0,2014052210
201405221022,0,62,60,NA,0,2014052210
201405221051,3,62,60,0.04,0,2014052210
201405221101,6,61,60,NA,0,2014052211
201405221127,3,61,59,NA,0,2014052211
201405221149,5,61,59,NA,0,2014052211
201405221151,5,61,59,0,0,2014052211
201405221204,NA,61,58,NA,0,2014052212
201405221212,6,61,58,NA,0,2014052212
201405221222,0,61,58,NA,0,2014052212
201405221237,0,60,58,NA,0,2014052212
201405221249,NA,61,57,NA,0,2014052212
201405221251,7,60,58,0,0,2014052212
201405221300,5,60,57,NA,0,2014052213
201405221343,5,60,57,NA,0,2014052213
201405221351,5,60,57,0,0,2014052213
201405221417,0,61,58,NA,0,2014052214
201405221430,0,61,58,NA,0,2014052214
201405221444,0,61,58,NA,0,2014052214
201405221451,0,61,58,0,0,2014052214
201405221551,3,61,57,0,0,2014052215
201405221651,NA,61,56,0,0,2014052216
201405221739,6,60,56,NA,0,2014052217
201405221751,6,60,56,0,0,2014052217
201405221804,5,60,57,NA,0,2014052218
201405221827,6,61,57,NA,0,2014052218
201405221851,3,61,57,0,0,2014052218
201405221951,3,61,57,0,0,2014052219
201405222051,0,62,58,0,0,2014052220
201405222144,5,63,58,NA,0,2014052221
201405222151,6,63,58,0,0,2014052221
201405222207,0,61,58,0.01,0,2014052222
201405222242,6,61,58,0.02,0,2014052222
201405222249,5,61,57,NA,0,2014052222
201405222251,7,61,58,0.02,0,2014052222
201405222312,8,61,57,NA,0,2014052223
201405222332,8,61,57,NA,0,2014052223
201405222351,5,60,56,0,0,2014052223
201405230051,0,60,56,0,0,2014052300
201405230114,0,60,56,NA,0,2014052301
201405230147,0,61,57,NA,0,2014052301
201405230151,0,60,57,0,0,2014052301
201405230212,0,60,57,0,0,2014052302
201405230222,0,60,57,0,0,2014052302
201405230234,0,60,57,0,0,2014052302
201405230247,0,61,57,0,0,2014052302
201405230251,5,60,57,0,0,2014052302
201405230312,0,60,57,NA,0,2014052303
201405230323,3,59,57,NA,0,2014052303
201405230341,0,60,58,NA,0,2014052303
201405230351,0,60,57,0,0,2014052303
201405230451,3,60,58,0,0,2014052304
201405230459,3,60,58,NA,0,2014052304
201405230541,5,60,57,NA,0,2014052305
201405230551,3,60,57,0,0,2014052305
201405230641,7,59,56,NA,0,2014052306
201405230649,7,59,55,NA,0,2014052306
201405230651,6,59,56,0,0,2014052306
201405230658,5,59,56,NA,0,2014052306
201405230751,6,59,56,0,0,2014052307
201405230802,7,59,56,NA,0,2014052308
201405230809,5,59,56,NA,0,2014052308
201405230841,5,59,56,NA,0,2014052308
201405230851,3,59,56,0,0,2014052308
201405230951,3,59,56,0,0,2014052309
201405231038,3,60,56,NA,0,2014052310
201405231051,0,60,56,0,0,2014052310
201405231149,0,61,55,NA,0,2014052311
201405231151,0,60,57,0,0,2014052311
201405231251,3,62,56,0,0,2014052312
201405231317,0,62,56,NA,0,2014052313
201405231351,5,63,56,0,0,2014052313
201405231418,7,63,56,NA,0,2014052314
201405231451,3,63,56,0,0,2014052314
201405231551,3,67,56,0,0,2014052315
201405231630,5,68,55,NA,0,2014052316
201405231649,5,66,55,NA,0,2014052316
201405231651,6,68,55,0,0,2014052316
201405231706,0,69,56,NA,0,2014052317
201405231717,6,71,55,NA,0,2014052317
201405231751,8,67,55,0,0,2014052317
201405231851,3,67,54,0,0,2014052318
201405231951,0,67,55,0,0,2014052319
201405232051,3,64,59,0.01,0,2014052320
201405232100,0,63,59,0.01,0,2014052321
201405232149,3,63,61,0.03,0,2014052321
201405232151,7,63,60,0.03,0,2014052321
201405232234,7,64,59,NA,0,2014052322
201405232242,5,63,58,NA,0,2014052322
201405232251,9,62,57,0,0,2014052322
201405232351,8,60,56,0.02,0,2014052323
201405240000,6,57,53,0.02,0,2014052400
201405240018,0,57,54,0.07,0,2014052400
201405240051,5,57,55,0.08,0,2014052400
201405240118,NA,57,55,NA,0,2014052401
201405240125,3,57,55,0.1,0,2014052401
201405240137,7,57,55,0.16,0,2014052401
201405240148,0,57,55,0.25,0,2014052401
201405240151,6,57,55,0.41,0,2014052401
201405240201,3,56,54,0.1,0,2014052402
201405240208,6,57,54,0.1,0,2014052402
201405240251,0,56,54,0.06,0,2014052402
201405240304,6,56,54,0.04,0,2014052403
201405240316,3,57,54,0.06,0,2014052403
201405240342,5,57,55,0.09,0,2014052403
201405240351,3,57,55,0.2,0,2014052403
201405240357,3,57,55,0.01,0,2014052403
201405240424,5,57,55,0.06,0,2014052404
201405240451,8,57,55,0.1,0,2014052404
201405240459,NA,NA,NA,NA,0,2014052404
201405240503,NA,57,55,NA,0,2014052405
201405240512,5,57,55,0.09,0,2014052405
201405240519,5,57,55,0.09,0,2014052405
201405240549,0,57,55,NA,0,2014052405
201405240551,3,57,55,0.08,0,2014052405
201405240636,0,57,54,NA,0,2014052406
201405240651,3,57,54,0,0,2014052406
201405240751,5,57,54,0,0,2014052407
201405240851,5,57,53,0,0,2014052408
201405240942,8,57,52,NA,0,2014052409
201405240951,6,57,52,0,0,2014052409
201405241039,6,57,52,NA,0,2014052410
201405241051,5,57,53,0,0,2014052410
201405241151,9,58,53,0,0,2014052411
201405241251,3,59,54,0,0,2014052412
201405241305,NA,59,54,NA,0,2014052413
201405241345,3,59,54,NA,0,2014052413
201405241351,3,60,54,0,0,2014052413
201405241451,5,64,54,0,0,2014052414
201405241505,6,64,55,NA,0,2014052415
201405241547,6,66,54,NA,0,2014052415
201405241551,8,65,52,0,0,2014052415
201405241651,5,69,53,0,0,2014052416
201405241751,0,69,52,0,0,2014052417
201405241851,5,69,53,0,0,2014052418
201405241951,3,66,53,0,0,2014052419
201405242037,0,62,55,0.02,0,2014052420
201405242049,0,61,55,NA,0,2014052420
201405242051,3,60,56,0.1,0,2014052420
201405242108,6,60,58,0.02,0,2014052421
201405242114,3,60,58,0.05,0,2014052421
201405242127,0,60,58,0.17,0,2014052421
201405242142,0,60,58,0.2,0,2014052421
201405242151,0,60,58,0.2,0,2014052421
201405242209,0,60,58,0.01,0,2014052422
201405242233,0,60,58,0.02,0,2014052422
201405242251,0,60,58,0.02,0,2014052422
201405242351,0,59,57,0,0,2014052423
201405250051,0,58,56,0,0,2014052500
201405250151,0,59,55,0,0,2014052501
201405250203,0,58,55,NA,0,2014052502
201405250251,3,58,56,0,0,2014052502
201405250319,3,59,57,NA,0,2014052503
201405250351,7,59,56,0,0,2014052503
201405250451,5,58,56,0,0,2014052504
201405250459,NA,NA,NA,NA,0,2014052504
201405250547,3,57,55,NA,0,2014052505
201405250551,7,58,56,0,0,2014052505
201405250603,3,58,56,NA,0,2014052506
201405250651,0,57,55,0,0,2014052506
201405250659,3,57,54,NA,0,2014052506
201405250751,0,56,54,0,0,2014052507
201405250851,0,56,53,0,0,2014052508
201405250951,0,55,53,0,0,2014052509
201405251051,6,56,53,0,0,2014052510
201405251151,0,58,53,0,0,2014052511
201405251251,3,62,53,0,0,2014052512
201405251351,7,66,52,0,0,2014052513
201405251451,3,70,52,0,0,2014052514
201405251551,0,74,49,0,0,2014052515
201405251651,0,77,46,0,0,2014052516
201405251751,5,78,47,0,0,2014052517
201405251851,7,80,41,0,0,2014052518
201405251951,0,79,41,0,0,2014052519
201405252051,0,79,44,0,0,2014052520
201405252151,0,78,47,0,0,2014052521
201405252251,5,75,50,0,0,2014052522
201405252351,0,74,50,0,0,2014052523
201405260051,3,70,51,0,0,2014052600
201405260151,0,70,51,0,0,2014052601
201405260251,0,69,52,0,0,2014052602
201405260351,0,69,48,0,0,2014052603
201405260451,0,70,47,0,0,2014052604
201405260459,NA,NA,NA,NA,0,2014052604
201405260551,0,69,46,0,0,2014052605
201405260651,3,67,46,0,0,2014052606
201405260751,3,66,45,0,0,2014052607
201405260851,0,68,44,0,0,2014052608
201405260951,3,67,45,0,0,2014052609
201405261051,5,67,47,0,0,2014052610
201405261151,3,68,48,0,0,2014052611
201405261251,5,69,48,0,0,2014052612
201405261351,3,73,50,0,0,2014052613
201405261451,9,79,49,0,0,2014052614
201405261551,8,81,45,0,0,2014052615
201405261651,NA,84,45,0,0,2014052616
201405261751,8,85,47,0,0,2014052617
201405261851,10,85,48,0,0,2014052618
201405261951,NA,85,52,0,0,2014052619
201405262051,8,84,49,0,0,2014052620
201405262151,NA,84,49,0,0,2014052621
201405262251,9,83,48,0,0,2014052622
201405262351,7,80,51,0,0,2014052623
201405270051,0,80,51,0,0,2014052700
201405270151,6,79,51,0,0,2014052701
201405270251,6,78,51,0,0,2014052702
201405270351,5,77,52,0,0,2014052703
201405270451,0,76,52,0,0,2014052704
201405270459,NA,NA,NA,NA,0,2014052704
201405270551,0,76,52,0,0,2014052705
201405270651,6,74,52,0,0,2014052706
201405270751,0,73,52,0,0,2014052707
201405270851,5,72,52,0,0,2014052708
201405270951,5,71,53,0,0,2014052709
201405271051,0,72,54,0,0,2014052710
201405271151,8,74,54,0,0,2014052711
201405271251,0,75,54,0,0,2014052712
201405271351,0,78,56,0,0,2014052713
201405271451,3,83,54,0,0,2014052714
201405271551,0,82,54,0,0,2014052715
201405271651,6,81,58,0,0,2014052716
201405271751,0,85,59,0,0,2014052717
201405271851,6,81,57,0,0,2014052718
201405271951,9,83,59,0,0,2014052719
201405272051,6,85,59,0,0,2014052720
201405272151,6,83,60,0,0,2014052721
201405272251,10,82,61,0,0,2014052722
201405272351,7,80,63,0,0,2014052723
201405280051,3,78,62,0,0,2014052800
201405280151,7,77,60,0,0,2014052801
201405280251,3,75,60,0,0,2014052802
201405280351,3,74,60,0,0,2014052803
201405280451,7,64,56,0,0,2014052804
201405280459,NA,NA,NA,NA,0,2014052804
201405280551,9,62,54,0,0,2014052805
201405280651,9,62,55,0,0,2014052806
201405280720,7,62,55,NA,0,2014052807
201405280751,9,61,56,0,0,2014052807
201405280851,5,60,55,0,0,2014052808
201405280951,7,59,55,0,0,2014052809
201405281051,13,58,53,0,0,2014052810
201405281151,9,57,52,0,0,2014052811
201405281251,9,57,51,0,0,2014052812
201405281351,5,56,50,0,0,2014052813
201405281451,9,56,49,0,0,2014052814
201405281516,8,56,49,NA,0,2014052815
201405281551,7,56,49,0,0,2014052815
201405281651,6,57,49,0,0,2014052816
201405281722,8,58,49,NA,0,2014052817
201405281751,8,58,48,0,0,2014052817
201405281851,6,60,50,0,0,2014052818
201405281951,7,60,50,0,0,2014052819
201405282051,6,58,50,0,0,2014052820
201405282151,11,58,49,0,0,2014052821
201405282251,8,57,48,0,0,2014052822
201405282351,7,56,47,0,0,2014052823
201405290051,7,56,47,0,0,2014052900
201405290151,3,55,46,0,0,2014052901
201405290251,11,55,45,0,0,2014052902
201405290351,7,54,44,0,0,2014052903
201405290451,7,54,44,0,0,2014052904
201405290459,NA,NA,NA,NA,0,2014052904
201405290551,6,53,44,0,0,2014052905
201405290651,7,53,44,0,0,2014052906
201405290751,8,53,43,0,0,2014052907
201405290851,7,53,42,0,0,2014052908
201405290951,8,53,42,0,0,2014052909
201405291026,5,52,39,NA,0,2014052910
201405291049,6,52,39,NA,0,2014052910
201405291051,5,52,41,0,0,2014052910
201405291128,8,51,39,NA,0,2014052911
201405291149,5,52,39,NA,0,2014052911
201405291151,5,53,41,0,0,2014052911
201405291224,3,52,41,NA,0,2014052912
201405291251,7,53,41,0,0,2014052912
201405291332,NA,54,41,NA,0,2014052913
201405291342,7,54,42,NA,0,2014052913
201405291351,8,54,42,0,0,2014052913
201405291451,7,56,42,0,0,2014052914
201405291551,3,60,43,0,0,2014052915
201405291651,0,63,45,0,0,2014052916
201405291751,5,64,46,0,0,2014052917
201405291851,NA,63,46,0,0,2014052918
201405291951,7,62,45,0,0,2014052919
201405292051,NA,60,44,0,0,2014052920
201405292151,5,59,43,0,0,2014052921
201405292251,0,58,44,0,0,2014052922
201405292351,0,57,42,0,0,2014052923
201405300051,5,57,41,0,0,2014053000
201405300151,5,57,40,0,0,2014053001
201405300251,0,57,41,0,0,2014053002
201405300351,0,57,40,0,0,2014053003
201405300451,0,57,38,0,0,2014053004
201405300459,NA,NA,NA,NA,0,2014053004
201405300551,0,57,40,0,0,2014053005
201405300651,0,57,43,0,0,2014053006
201405300751,5,57,40,0,0,2014053007
201405300851,0,57,39,0,0,2014053008
201405300951,0,55,38,0,0,2014053009
201405301051,0,57,40,0,0,2014053010
201405301151,0,59,44,0,0,2014053011
201405301251,3,61,46,0,0,2014053012
201405301351,0,63,47,0,0,2014053013
201405301451,3,67,48,0,0,2014053014
201405301551,0,71,50,0,0,2014053015
201405301651,0,70,49,0,0,2014053016
201405301751,3,72,49,0,0,2014053017
201405301851,0,72,49,0,0,2014053018
201405301951,NA,74,49,0,0,2014053019
201405302051,0,74,49,0,0,2014053020
201405302151,3,73,51,0,0,2014053021
201405302251,7,71,51,0,0,2014053022
201405302351,7,67,52,0,0,2014053023
201405310051,5,65,52,0,0,2014053100
201405310151,5,65,51,0,0,2014053101
201405310251,5,64,51,0,0,2014053102
201405310351,0,62,51,0,0,2014053103
201405310451,8,61,49,0,0,2014053104
201405310459,NA,NA,NA,NA,0,2014053104
201405310551,6,60,48,0,0,2014053105
201405310651,6,59,48,0,0,2014053106
201405310751,3,58,48,0,0,2014053107
201405310851,5,58,48,0,0,2014053108
201405310951,7,59,47,0,0,2014053109
201405311051,5,60,47,0,0,2014053110
201405311151,7,62,47,0,0,2014053111
201405311251,11,64,48,0,0,2014053112
201405311351,11,66,46,0,0,2014053113
201405311451,11,67,45,0,0,2014053114
201405311551,9,71,46,0,0,2014053115
201405311651,13,71,45,0,0,2014053116
201405311751,10,69,46,0,0,2014053117
201405311851,6,69,47,0,0,2014053118
201405311951,0,67,52,0.01,0,2014053119
201405312014,5,61,54,0.02,0,2014053120
201405312021,0,61,55,0.04,0,2014053120
201405312051,3,65,54,0.04,0,2014053120
201405312151,8,68,51,0,0,2014053121
201405312251,7,68,50,0,0,2014053122
201405312351,0,63,52,0,0,2014053123
201406010051,7,60,51,0,0,2014060100
201406010151,0,60,48,0,0,2014060101
201406010251,0,60,46,0,0,2014060102
201406010351,3,59,42,0,0,2014060103
201406010451,3,57,42,0,0,2014060104
201406010459,NA,NA,NA,NA,0,2014060104
201406010551,0,57,42,0,0,2014060105
201406010651,0,58,42,0,0,2014060106
201406010751,0,58,44,0,0,2014060107
201406010851,5,56,45,0,0,2014060108
201406010951,5,55,45,0,0,2014060109
201406011051,5,57,44,0,0,2014060110
201406011151,3,60,42,0,0,2014060111
201406011251,5,63,46,0,0,2014060112
201406011351,3,65,44,0,0,2014060113
201406011451,0,69,38,0,0,2014060114
201406011551,3,72,35,0,0,2014060115
201406011651,0,76,37,0,0,2014060116
201406011751,5,76,38,0,0,2014060117
201406011851,7,75,39,0,0,2014060118
201406011951,3,75,37,0,0,2014060119
201406012051,3,75,34,0,0,2014060120
201406012151,6,73,35,0,0,2014060121
201406012251,7,72,35,0,0,2014060122
201406012351,3,68,37,0,0,2014060123
201406020051,3,67,36,0,0,2014060200
201406020151,NA,66,37,0,0,2014060201
201406020251,6,67,33,0,0,2014060202
201406020351,5,65,36,0,0,2014060203
201406020451,6,65,39,0,0,2014060204
201406020459,NA,NA,NA,NA,0,2014060204
201406020551,7,63,40,0,0,2014060205
201406020651,7,63,39,0,0,2014060206
201406020751,5,62,41,0,0,2014060207
201406020851,5,60,42,0,0,2014060208
201406020951,5,60,43,0,0,2014060209
201406021051,0,61,45,0,0,2014060210
201406021151,6,64,47,0,0,2014060211
201406021251,0,66,48,0,0,2014060212
201406021351,0,70,47,0,0,2014060213
201406021451,5,73,45,0,0,2014060214
201406021551,5,76,49,0,0,2014060215
201406021651,6,77,50,0,0,2014060216
201406021751,5,79,52,0,0,2014060217
201406021851,6,78,51,0,0,2014060218
201406021951,6,78,52,0,0,2014060219
201406022051,5,79,52,0,0,2014060220
201406022151,3,78,55,0,0,2014060221
201406022251,3,78,56,0,0,2014060222
201406022351,6,78,55,0,0,2014060223
201406030051,3,77,54,0,0,2014060300
201406030151,NA,75,53,0,0,2014060301
201406030251,3,74,54,0,0,2014060302
201406030351,6,72,54,0,0,2014060303
201406030451,6,71,53,0,0,2014060304
201406030459,NA,NA,NA,NA,0,2014060304
201406030551,7,70,54,0,0,2014060305
201406030651,8,69,54,0,0,2014060306
201406030751,6,69,54,0,0,2014060307
201406030851,5,68,54,0,0,2014060308
201406030951,3,68,55,0,0,2014060309
201406031051,0,69,56,0,0,2014060310
201406031151,7,70,56,0,0,2014060311
201406031251,5,73,57,0,0,2014060312
201406031351,0,77,59,0,0,2014060313
201406031451,0,82,62,0,0,2014060314
201406031551,3,85,63,0,0,2014060315
201406031651,5,86,64,0,0,2014060316
201406031751,7,86,63,0,0,2014060317
201406031851,9,83,62,0,0,2014060318
201406031951,8,82,61,0,0,2014060319
201406032051,3,81,60,0,0,2014060320
201406032151,5,77,64,0,0,2014060321
201406032218,5,72,67,0.02,0,2014060322
201406032249,0,72,70,0.08,0,2014060322
201406032251,0,72,70,0.11,0,2014060322
201406032307,0,71,69,0.03,0,2014060323
201406032329,3,71,69,0.03,0,2014060323
201406032337,0,71,69,0.03,0,2014060323
201406032349,6,72,70,NA,0,2014060323
201406032351,5,72,70,0.01,0,2014060323
201406040005,3,72,69,0,0,2014060400
201406040051,0,71,68,0,0,2014060400
201406040151,5,70,67,0,0,2014060401
201406040249,5,70,66,NA,0,2014060402
201406040251,6,68,66,0,0,2014060402
201406040304,5,68,65,NA,0,2014060403
201406040318,5,68,65,NA,0,2014060403
201406040351,0,67,64,0,0,2014060403
201406040451,0,66,63,0,0,2014060404
201406040459,NA,NA,NA,NA,0,2014060404
201406040520,6,65,63,NA,0,2014060405
201406040549,9,64,61,NA,0,2014060405
201406040551,10,65,61,0,0,2014060405
201406040638,0,65,62,NA,0,2014060406
201406040651,3,65,61,0,0,2014060406
201406040751,0,65,61,0,0,2014060407
201406040851,5,65,62,0,0,2014060408
201406040925,6,64,61,NA,0,2014060409
201406040951,6,64,60,0,0,2014060409
201406041021,5,63,60,NA,0,2014060410
201406041049,3,64,61,NA,0,2014060410
201406041051,5,64,61,0,0,2014060410
201406041133,5,65,61,NA,0,2014060411
201406041151,5,66,61,0,0,2014060411
201406041219,6,66,61,NA,0,2014060412
201406041240,8,67,61,NA,0,2014060412
201406041249,5,66,61,NA,0,2014060412
201406041251,7,68,61,0,0,2014060412
201406041351,5,71,61,0,0,2014060413
201406041451,6,73,62,0,0,2014060414
201406041551,3,77,61,0,0,2014060415
201406041651,0,78,61,0,0,2014060416
201406041751,0,78,60,0,0,2014060417
201406041851,0,81,60,0,0,2014060418
201406041951,0,80,62,0,0,2014060419
201406042051,5,77,61,0,0,2014060420
201406042151,3,75,61,0,0,2014060421
201406042251,3,74,60,0,0,2014060422
201406042351,0,73,61,0,0,2014060423
201406050051,5,72,61,0,0,2014060500
201406050151,3,71,61,0,0,2014060501
201406050251,3,70,62,0,0,2014060502
201406050351,5,69,63,0,0,2014060503
201406050451,5,69,61,0,0,2014060504
201406050459,NA,NA,NA,NA,0,2014060504
201406050551,6,67,63,0.01,0,2014060505
201406050651,0,66,63,0,0,2014060506
201406050751,6,66,63,0.01,0,2014060507
